trial,production,response_time
209,P10,0.2
210,P10,0.2
211,P10,0.2
212,P10,0.2
213,P10,0.2
214,P10,0.2
215,P10,0.2
216,P10,0.2
217,P10,0.2
218,P10,0.2
219,P10,0.2
220,P10,0.2
221,P10,0.2
222,P10,0.2
223,P10,0.2
224,P10,0.2
225,P10,0.2
226,P10,0.2
227,P10,0.2
228,P10,0.2
229,P10,0.2
230,P10,0.2
231,P10,0.2
232,P10,0.2
233,P10,0.2
234,P10,0.2
235,P10,0.2
236,P10,0.2
237,P10,0.2
238,P10,0.2
239,P10,0.2
240,P10,0.2
241,P10,0.2
242,P10,0.2
243,P10,0.2
244,P10,0.2
245,P10,0.2
246,P10,0.2
247,P10,0.2
248,P10,0.2
249,P10,0.2
250,P10,0.2
251,P10,0.2
252,P10,0.2
253,P10,0.2
254,P10,0.2
255,P10,0.2
256,P10,0.2
257,P10,0.2
258,P10,0.2
259,P10,0.2
260,P10,0.2
261,P10,0.2
262,P10,0.2
263,P10,0.2
264,P10,0.2
265,P10,0.2
266,P10,0.2
267,P10,0.2
268,P10,0.2
269,P10,0.2
270,P10,0.2
271,P10,0.2
272,P10,0.2
273,P10,0.2
274,P10,0.2
275,P10,0.2
276,P10,0.2
277,P10,0.2
278,P10,0.2
279,P10,0.2
280,P10,0.2
281,P10,0.2
282,P10,0.2
283,P10,0.2
284,P10,0.2
285,P10,0.2
286,P10,0.2
287,P10,0.2
288,P10,0.2
289,P10,0.2
290,P10,0.2
291,P10,0.2
292,P10,0.2
293,P10,0.2
294,P10,0.2
295,P10,0.2
296,P10,0.2
297,P10,0.2
298,P10,0.2
299,P10,0.2
300,P10,0.2
301,P10,0.2
302,P10,0.2
303,P10,0.2
304,P10,0.2
305,P10,0.2
306,P10,0.2
307,P10,0.2
308,P10,0.2
309,P10,0.2
310,P10,0.2
311,P10,0.2
312,P10,0.2
313,P10,0.2
314,P10,0.2
315,P10,0.2
316,P10,0.2
317,P10,0.2
318,P10,0.2
319,P10,0.2
320,P10,0.2
321,P10,0.2
322,P10,0.2
323,P10,0.2
324,P10,0.2
325,P10,0.2
326,P10,0.2
327,P10,0.2
328,P10,0.2
329,P10,0.2
330,P10,0.2
331,P10,0.2
332,P10,0.2
333,P10,0.2
334,P10,0.2
335,P10,0.2
336,P10,0.2
337,P10,0.2
338,P10,0.2
339,P10,0.2
340,P10,0.2
341,P10,0.2
342,P10,0.2
343,P10,0.2
344,P10,0.2
345,P10,0.2
346,P10,0.2
347,P10,0.2
348,P10,0.2
349,P10,0.2
350,P10,0.2
351,P10,0.2
352,P10,0.2
353,P10,0.2
354,P10,0.2
355,P10,0.2
356,P10,0.2
357,P10,0.2
358,P10,0.2
359,P10,0.2
360,P10,0.2
361,P10,0.2
362,P10,0.2
363,P10,0.2
364,P10,0.2
365,P10,0.2
366,P10,0.2
367,P10,0.2
368,P10,0.2
369,P10,0.2
370,P10,0.2
371,P10,0.2
372,P10,0.2
373,P10,0.2
374,P10,0.2
375,P10,0.2
376,P10,0.2
377,P10,0.2
378,P10,0.2
379,P10,0.2
380,P10,0.2
381,P10,0.2
382,P10,0.2
383,P10,0.2
384,P10,0.2
385,P10,0.2
386,P10,0.2
387,P10,0.2
388,P10,0.2
389,P10,0.2
390,P10,0.2
391,P10,0.2
392,P10,0.2
393,P10,0.2
394,P10,0.2
395,P10,0.2
396,P10,0.2
397,P10,0.2
398,P10,0.2
399,P10,0.2
400,P10,0.2
401,P10,0.2
402,P10,0.2
403,P10,0.2
404,P10,0.2
405,P10,0.2
406,P10,0.2
407,P10,0.2
408,P10,0.2
409,P10,0.2
410,P10,0.2
411,P10,0.2
412,P10,0.2
413,P10,0.2
414,P10,0.2
415,P10,0.2
416,P10,0.2
417,P10,0.2
418,P10,0.2
419,P10,0.2
420,P10,0.2
421,P10,0.2
422,P10,0.2
423,P10,0.2
424,P10,0.2
425,P10,0.2
426,P10,0.2
427,P10,0.2
428,P10,0.2
429,P10,0.2
430,P10,0.2
431,P10,0.2
432,P10,0.2
433,P10,0.2
434,P10,0.2
435,P10,0.2
436,P10,0.2
437,P10,0.2
438,P10,0.2
439,P10,0.2
440,P10,0.2
441,P10,0.2
442,P10,0.2
443,P10,0.2
444,P10,0.2
445,P10,0.2
446,P10,0.2
447,P10,0.2
448,P10,0.2
449,P10,0.2
450,P10,0.2
451,P10,0.2
452,P10,0.2
453,P10,0.2
454,P10,0.2
455,P10,0.2
456,P10,0.2
457,P10,0.2
458,P10,0.2
459,P10,0.2
460,P10,0.2
461,P10,0.2
462,P10,0.2
463,P10,0.2
464,P10,0.2
465,P10,0.2
466,P10,0.2
467,P10,0.2
468,P10,0.2
469,P10,0.2
470,P10,0.2
471,P10,0.2
472,P10,0.2
473,P10,0.2
474,P10,0.2
475,P10,0.2
476,P10,0.2
477,P10,0.2
478,P10,0.2
479,P10,0.2
480,P10,0.2
481,P10,0.2
482,P10,0.2
483,P10,0.2
484,P10,0.2
485,P10,0.2
486,P10,0.2
487,P10,0.2
488,P10,0.2
489,P10,0.2
490,P10,0.2
491,P10,0.2
492,P10,0.2
493,P10,0.2
494,P10,0.2
495,P10,0.2
496,P10,0.2
497,P10,0.2
498,P10,0.2
499,P10,0.2
500,P10,0.2
501,P10,0.2
502,P10,0.2
503,P10,0.2
504,P10,0.2
505,P10,0.2
506,P10,0.2
507,P10,0.2
508,P10,0.2
509,P10,0.2
510,P10,0.2
511,P10,0.2
512,P10,0.2
513,P10,0.2
514,P10,0.2
515,P10,0.2
516,P10,0.2
517,P10,0.2
518,P10,0.2
519,P10,0.2
520,P10,0.2
521,P10,0.2
522,P10,0.2
523,P10,0.2
524,P10,0.2
525,P10,0.2
526,P10,0.2
527,P10,0.2
528,P10,0.2
529,P10,0.2
530,P10,0.2
531,P10,0.2
532,P10,0.2
533,P10,0.2
534,P10,0.2
535,P10,0.2
536,P10,0.2
537,P10,0.2
538,P10,0.2
539,P10,0.2
540,P10,0.2
541,P10,0.2
542,P10,0.2
543,P10,0.2
544,P10,0.2
545,P10,0.2
546,P10,0.2
547,P10,0.2
548,P10,0.2
549,P10,0.2
550,P10,0.2
551,P10,0.2
552,P10,0.2
553,P10,0.2
554,P10,0.2
555,P10,0.2
556,P10,0.2
557,P10,0.2
558,P10,0.2
559,P10,0.2
560,P10,0.2
561,P10,0.2
562,P10,0.2
563,P10,0.2
564,P10,0.2
565,P10,0.2
566,P10,0.2
567,P10,0.2
568,P10,0.2
569,P10,0.2
570,P10,0.2
571,P10,0.2
572,P10,0.2
573,P10,0.2
574,P10,0.2
575,P10,0.2
576,P10,0.2
577,P10,0.2
578,P10,0.2
579,P10,0.2
580,P10,0.2
581,P10,0.2
582,P10,0.2
583,P10,0.2
584,P10,0.2
585,P10,0.2
586,P10,0.2
587,P10,0.2
588,P10,0.2
589,P10,0.2
590,P10,0.2
591,P10,0.2
592,P10,0.2
593,P10,0.2
594,P10,0.2
595,P10,0.2
596,P10,0.2
597,P10,0.2
598,P10,0.2
599,P10,0.2
600,P10,0.2
601,P10,0.2
602,P10,0.2
603,P10,0.2
604,P10,0.2
605,P10,0.2
606,P10,0.2
607,P10,0.2
608,P10,0.2
609,P10,0.2
610,P10,0.2
611,P10,0.2
612,P10,0.2
613,P10,0.2
614,P10,0.2
615,P10,0.2
616,P10,0.2
617,P10,0.2
618,P10,0.2
619,P10,0.2
620,P10,0.2
621,P10,0.2
622,P10,0.2
623,P10,0.2
624,P10,0.2
625,P10,0.2
626,P10,0.2
627,P10,0.2
628,P10,0.2
629,P10,0.2
630,P10,0.2
631,P10,0.2
632,P10,0.2
633,P10,0.2
634,P10,0.2
635,P10,0.2
636,P10,0.2
637,P10,0.2
638,P10,0.2
639,P10,0.2
640,P10,0.2
641,P10,0.2
642,P10,0.2
643,P10,0.2
644,P10,0.2
645,P10,0.2
646,P10,0.2
647,P10,0.2
648,P10,0.2
649,P10,0.2
650,P10,0.2
651,P10,0.2
652,P10,0.2
653,P10,0.2
654,P10,0.2
655,P10,0.2
656,P10,0.2
657,P10,0.2
658,P10,0.2
659,P10,0.2
660,P10,0.2
661,P10,0.2
662,P10,0.2
663,P10,0.2
664,P10,0.2
665,P10,0.2
666,P10,0.2
667,P10,0.2
668,P10,0.2
669,P10,0.2
670,P10,0.2
671,P10,0.2
672,P10,0.2
673,P10,0.2
674,P10,0.2
675,P10,0.2
676,P10,0.2
677,P10,0.2
678,P10,0.2
679,P10,0.2
680,P10,0.2
681,P10,0.2
682,P10,0.2
683,P10,0.2
684,P10,0.2
685,P10,0.2
686,P10,0.2
687,P10,0.2
688,P10,0.2
689,P10,0.2
690,P10,0.2
691,P10,0.2
692,P10,0.2
693,P10,0.2
694,P10,0.2
695,P10,0.2
696,P10,0.2
697,P10,0.2
698,P10,0.2
699,P10,0.2
700,P10,0.2
701,P10,0.2
702,P10,0.2
703,P10,0.2
704,P10,0.2
705,P10,0.2
706,P10,0.2
707,P10,0.2
708,P10,0.2
709,P10,0.2
710,P10,0.2
711,P10,0.2
712,P10,0.2
713,P10,0.2
714,P10,0.2
715,P10,0.2
716,P10,0.2
717,P10,0.2
718,P10,0.2
719,P10,0.2
720,P10,0.2
721,P10,0.2
722,P10,0.2
723,P10,0.2
724,P10,0.2
725,P10,0.2
726,P10,0.2
727,P10,0.2
728,P10,0.2
729,P10,0.2
730,P10,0.2
731,P10,0.2
732,P10,0.2
733,P10,0.2
734,P10,0.2
735,P10,0.2
736,P10,0.2
737,P10,0.2
738,P10,0.2
739,P10,0.2
740,P10,0.2
741,P10,0.2
742,P10,0.2
743,P10,0.2
744,P10,0.2
745,P10,0.2
746,P10,0.2
747,P10,0.2
748,P10,0.2
749,P10,0.2
750,P10,0.2
751,P10,0.2
752,P10,0.2
753,P10,0.2
754,P10,0.2
755,P10,0.2
756,P10,0.2
757,P10,0.2
758,P10,0.2
759,P10,0.2
760,P10,0.2
761,P10,0.2
762,P10,0.2
763,P10,0.2
764,P10,0.2
765,P10,0.2
766,P10,0.2
767,P10,0.2
768,P10,0.2
769,P10,0.2
770,P10,0.2
771,P10,0.2
772,P10,0.2
773,P10,0.2
774,P10,0.2
775,P10,0.2
776,P10,0.2
777,P10,0.2
778,P10,0.2
779,P10,0.2
780,P10,0.2
781,P10,0.2
782,P10,0.2
783,P10,0.2
784,P10,0.2
785,P10,0.2
786,P10,0.2
787,P10,0.2
788,P10,0.2
789,P10,0.2
790,P10,0.2
791,P10,0.2
792,P10,0.2
793,P10,0.2
794,P10,0.2
795,P10,0.2
796,P10,0.2
797,P10,0.2
798,P10,0.2
799,P10,0.2
800,P10,0.2
801,P10,0.2
802,P10,0.2
803,P10,0.2
804,P10,0.2
805,P10,0.2
806,P10,0.2
807,P10,0.2
808,P10,0.2
809,P10,0.2
810,P10,0.2
811,P10,0.2
812,P10,0.2
813,P10,0.2
814,P10,0.2
815,P10,0.2
816,P10,0.2
817,P10,0.2
818,P10,0.2
819,P10,0.2
820,P10,0.2
821,P10,0.2
822,P10,0.2
823,P10,0.2
824,P10,0.2
825,P10,0.2
826,P10,0.2
827,P10,0.2
828,P10,0.2
829,P10,0.2
830,P10,0.2
831,P10,0.2
832,P10,0.2
833,P10,0.2
834,P10,0.2
835,P10,0.2
836,P10,0.2
837,P10,0.2
838,P10,0.2
839,P10,0.2
840,P10,0.2
841,P10,0.2
842,P10,0.2
843,P10,0.2
844,P10,0.2
845,P10,0.2
846,P10,0.2
847,P10,0.2
848,P10,0.2
849,P10,0.2
850,P10,0.2
851,P10,0.2
852,P10,0.2
853,P10,0.2
854,P10,0.2
855,P10,0.2
856,P10,0.2
857,P10,0.2
858,P10,0.2
859,P10,0.2
860,P10,0.2
861,P10,0.2
862,P10,0.2
863,P10,0.2
864,P10,0.2
865,P10,0.2
866,P10,0.2
867,P10,0.2
868,P10,0.2
869,P10,0.2
870,P10,0.2
871,P10,0.2
872,P10,0.2
873,P10,0.2
874,P10,0.2
875,P10,0.2
876,P10,0.2
877,P10,0.2
878,P10,0.2
879,P10,0.2
880,P10,0.2
881,P10,0.2
882,P10,0.2
883,P10,0.2
884,P10,0.2
885,P10,0.2
886,P10,0.2
887,P10,0.2
888,P10,0.2
889,P10,0.2
890,P10,0.2
891,P10,0.2
892,P10,0.2
893,P10,0.2
894,P10,0.2
895,P10,0.2
896,P10,0.2
897,P10,0.2
898,P10,0.2
899,P10,0.2
900,P10,0.2
901,P10,0.2
902,P10,0.2
903,P10,0.2
904,P10,0.2
905,P10,0.2
906,P10,0.2
907,P10,0.2
908,P10,0.2
909,P10,0.2
910,P10,0.2
911,P10,0.2
912,P10,0.2
913,P10,0.2
914,P10,0.2
915,P10,0.2
916,P10,0.2
917,P10,0.2
918,P10,0.2
919,P10,0.2
920,P10,0.2
921,P10,0.2
922,P10,0.2
923,P10,0.2
924,P10,0.2
925,P10,0.2
926,P10,0.2
927,P10,0.2
928,P10,0.2
929,P10,0.2
930,P10,0.2
931,P10,0.2
932,P10,0.2
933,P10,0.2
934,P10,0.2
935,P10,0.2
936,P10,0.2
937,P10,0.2
938,P10,0.2
939,P10,0.2
940,P10,0.2
941,P10,0.2
942,P10,0.2
943,P10,0.2
944,P10,0.2
945,P10,0.2
946,P10,0.2
947,P10,0.2
948,P10,0.2
949,P10,0.2
950,P10,0.2
951,P10,0.2
952,P10,0.2
953,P10,0.2
954,P10,0.2
955,P10,0.2
956,P10,0.2
957,P10,0.2
958,P10,0.2
959,P10,0.2
960,P10,0.2
961,P10,0.2
962,P10,0.2
963,P10,0.2
964,P10,0.2
965,P10,0.2
966,P10,0.2
967,P10,0.2
968,P10,0.2
969,P10,0.2
970,P10,0.2
971,P10,0.2
972,P10,0.2
973,P10,0.2
974,P10,0.2
975,P10,0.2
976,P10,0.2
977,P10,0.2
978,P10,0.2
979,P10,0.2
980,P10,0.2
981,P10,0.2
982,P10,0.2
983,P10,0.2
984,P10,0.2
985,P10,0.2
986,P10,0.2
987,P10,0.2
988,P10,0.2
989,P10,0.2
990,P10,0.2
991,P10,0.2
992,P10,0.2
993,P10,0.2
994,P10,0.2
995,P10,0.2
996,P10,0.2
997,P10,0.2
998,P10,0.2
999,P10,0.2
1000,P10,0.2
1001,P10,0.2
1002,P10,0.2
1003,P10,0.2
1004,P10,0.2
1005,P10,0.2
1006,P10,0.2
1007,P10,0.2
1008,P10,0.2
1009,P10,0.2
1010,P10,0.2
1011,P10,0.2
1012,P10,0.2
1013,P10,0.2
1014,P10,0.2
1015,P10,0.2
1016,P10,0.2
1017,P10,0.2
1018,P10,0.2
1019,P10,0.2
1020,P10,0.2
1021,P10,0.2
1022,P10,0.2
1023,P10,0.2
1024,P10,0.2
1025,P10,0.2
1026,P10,0.2
1027,P10,0.2
1028,P10,0.2
1029,P10,0.2
1030,P10,0.2
1031,P10,0.2
1032,P10,0.2
1033,P10,0.2
1034,P10,0.2
1035,P10,0.2
1036,P10,0.2
1037,P10,0.2
1038,P10,0.2
1039,P10,0.2
1040,P10,0.2
1041,P10,0.2
1042,P10,0.2
1043,P10,0.2
1044,P10,0.2
1045,P10,0.2
1046,P10,0.2
1047,P10,0.2
1048,P10,0.2
1049,P10,0.2
1050,P10,0.2
1051,P10,0.2
1052,P10,0.2
1053,P10,0.2
1054,P10,0.2
1055,P10,0.2
1056,P10,0.2
1057,P10,0.2
1058,P10,0.2
1059,P10,0.2
1060,P10,0.2
1061,P10,0.2
1062,P10,0.2
1063,P10,0.2
1064,P10,0.2
1065,P10,0.2
1066,P10,0.2
1067,P10,0.2
1068,P10,0.2
1069,P10,0.2
1070,P10,0.2
1071,P10,0.2
1072,P10,0.2
1073,P10,0.2
1074,P10,0.2
1075,P10,0.2
1076,P10,0.2
1077,P10,0.2
1078,P10,0.2
1079,P10,0.2
1080,P10,0.2
1081,P10,0.2
1082,P10,0.2
1083,P10,0.2
1084,P10,0.2
1085,P10,0.2
1086,P10,0.2
1087,P10,0.2
1088,P10,0.2
1089,P10,0.2
1090,P10,0.2
1091,P10,0.2
1092,P10,0.2
1093,P10,0.2
1094,P10,0.2
1095,P10,0.2
1096,P10,0.2
1097,P10,0.2
1098,P10,0.2
1099,P10,0.2
1100,P10,0.2
1101,P10,0.2
1102,P10,0.2
1103,P10,0.2
1104,P10,0.2
1105,P10,0.2
1106,P10,0.2
1107,P10,0.2
1108,P10,0.2
1109,P10,0.2
1110,P10,0.2
1111,P10,0.2
1112,P10,0.2
1113,P10,0.2
1114,P10,0.2
1115,P10,0.2
1116,P10,0.2
1117,P10,0.2
1118,P10,0.2
1119,P10,0.2
1120,P10,0.2
1121,P10,0.2
1122,P10,0.2
1123,P10,0.2
1124,P10,0.2
1125,P10,0.2
1126,P10,0.2
1127,P10,0.2
1128,P10,0.2
1129,P10,0.2
1130,P10,0.2
1131,P10,0.2
1132,P10,0.2
1133,P10,0.2
1134,P10,0.2
1135,P10,0.2
1136,P10,0.2
1137,P10,0.2
1138,P10,0.2
1139,P10,0.2
1140,P10,0.2
1141,P10,0.2
1142,P10,0.2
1143,P10,0.2
1144,P10,0.2
1145,P10,0.2
1146,P10,0.2
1147,P10,0.2
1148,P10,0.2
1149,P10,0.2
1150,P10,0.2
1151,P10,0.2
1152,P10,0.2
1153,P10,0.2
1154,P10,0.2
1155,P10,0.2
1156,P10,0.2
1157,P10,0.2
1158,P10,0.2
1159,P10,0.2
1160,P10,0.2
1161,P10,0.2
1162,P10,0.2
1163,P10,0.2
1164,P10,0.2
1165,P10,0.2
1166,P10,0.2
1167,P10,0.2
1168,P10,0.2
1169,P10,0.2
1170,P10,0.2
1171,P10,0.2
1172,P10,0.2
1173,P10,0.2
1174,P10,0.2
1175,P10,0.2
1176,P10,0.2
1177,P10,0.2
1178,P10,0.2
1179,P10,0.2
1180,P10,0.2
1181,P10,0.2
1182,P10,0.2
1183,P10,0.2
1184,P10,0.2
1185,P10,0.2
1186,P10,0.2
1187,P10,0.2
1188,P10,0.2
1189,P10,0.2
1190,P10,0.2
1191,P10,0.2
1192,P10,0.2
1193,P10,0.2
1194,P10,0.2
1195,P10,0.2
1196,P10,0.2
1197,P10,0.2
1198,P10,0.2
1199,P10,0.2
1200,P10,0.2
1201,P10,0.2
1202,P10,0.2
1203,P10,0.2
1204,P10,0.2
1205,P10,0.2
1206,P10,0.2
1207,P10,0.2
1208,P10,0.2
1209,P10,0.2
1210,P10,0.2
1211,P10,0.2
1212,P10,0.2
1213,P10,0.2
1214,P10,0.2
1215,P10,0.2
1216,P10,0.2
1217,P10,0.2
1218,P10,0.2
1219,P10,0.2
1220,P10,0.2
1221,P10,0.2
1222,P10,0.2
1223,P10,0.2
1224,P10,0.2
1225,P10,0.2
1226,P10,0.2
1227,P10,0.2
1228,P10,0.2
1229,P10,0.2
1230,P10,0.2
1231,P10,0.2
1232,P10,0.2
1233,P10,0.2
1234,P10,0.2
1235,P10,0.2
1236,P10,0.2
1237,P10,0.2
1238,P10,0.2
1239,P10,0.2
1240,P10,0.2
1241,P10,0.2
1242,P10,0.2
1243,P10,0.2
1244,P10,0.2
1245,P10,0.2
1246,P10,0.2
1247,P10,0.2
1248,P10,0.2
1249,P10,0.2
1250,P10,0.2
1251,P10,0.2
1252,P10,0.2
1253,P10,0.2
1254,P10,0.2
1255,P10,0.2
1256,P10,0.2
1257,P10,0.2
1258,P10,0.2
1259,P10,0.2
1260,P10,0.2
1261,P10,0.2
1262,P10,0.2
1263,P10,0.2
1264,P10,0.2
1265,P10,0.2
1266,P10,0.2
1267,P10,0.2
1268,P10,0.2
1269,P10,0.2
1270,P10,0.2
1271,P10,0.2
1272,P10,0.2
1273,P10,0.2
1274,P10,0.2
1275,P10,0.2
1276,P10,0.2
1277,P10,0.2
1278,P10,0.2
1279,P10,0.2
1280,P10,0.2
1281,P10,0.2
1282,P10,0.2
1283,P10,0.2
1284,P10,0.2
1285,P10,0.2
1286,P10,0.2
1287,P10,0.2
1288,P10,0.2
1289,P10,0.2
1290,P10,0.2
1291,P10,0.2
1292,P10,0.2
1293,P10,0.2
1294,P10,0.2
1295,P10,0.2
1296,P10,0.2
1297,P10,0.2
1298,P10,0.2
1299,P10,0.2
1300,P10,0.2
1301,P10,0.2
1302,P10,0.2
1303,P10,0.2
1304,P10,0.2
1305,P10,0.2
1306,P10,0.2
1307,P10,0.2
1308,P10,0.2
1309,P10,0.2
1310,P10,0.2
1311,P10,0.2
1312,P10,0.2
1313,P10,0.2
1314,P10,0.2
1315,P10,0.2
1316,P10,0.2
1317,P10,0.2
1318,P10,0.2
1319,P10,0.2
1320,P10,0.2
1321,P10,0.2
1322,P10,0.2
1323,P10,0.2
1324,P10,0.2
1325,P10,0.2
1326,P10,0.2
1327,P10,0.2
1328,P10,0.2
1329,P10,0.2
1330,P10,0.2
1331,P10,0.2
1332,P10,0.2
1333,P10,0.2
1334,P10,0.2
1335,P10,0.2
1336,P10,0.2
1337,P10,0.2
1338,P10,0.2
1339,P10,0.2
1340,P10,0.2
1341,P10,0.2
1342,P10,0.2
1343,P10,0.2
1344,P10,0.2
1345,P10,0.2
1346,P10,0.2
1347,P10,0.2
1348,P10,0.2
1349,P10,0.2
1350,P10,0.2
1351,P10,0.2
1352,P10,0.2
1353,P10,0.2
1354,P10,0.2
1355,P10,0.2
1356,P10,0.2
1357,P10,0.2
1358,P10,0.2
1359,P10,0.2
1360,P10,0.2
1361,P10,0.2
1362,P10,0.2
1363,P10,0.2
1364,P10,0.2
1365,P10,0.2
1366,P10,0.2
1367,P10,0.2
1368,P10,0.2
1369,P10,0.2
1370,P10,0.2
1371,P10,0.2
1372,P10,0.2
1373,P10,0.2
1374,P10,0.2
1375,P10,0.2
1376,P10,0.2
1377,P10,0.2
1378,P10,0.2
1379,P10,0.2
1380,P10,0.2
1381,P10,0.2
1382,P10,0.2
1383,P10,0.2
1384,P10,0.2
1385,P10,0.2
1386,P10,0.2
1387,P10,0.2
1388,P10,0.2
1389,P10,0.2
1390,P10,0.2
1391,P10,0.2
1392,P10,0.2
1393,P10,0.2
1394,P10,0.2
1395,P10,0.2
1396,P10,0.2
1397,P10,0.2
1398,P10,0.2
1399,P10,0.2
1400,P10,0.2
1401,P10,0.2
1402,P10,0.2
1403,P10,0.2
1404,P10,0.2
1405,P10,0.2
1406,P10,0.2
1407,P10,0.2
1408,P10,0.2
1409,P10,0.2
1410,P10,0.2
1411,P10,0.2
1412,P10,0.2
1413,P10,0.2
1414,P10,0.2
1415,P10,0.2
1416,P10,0.2
1417,P10,0.2
1418,P10,0.2
1419,P10,0.2
1420,P10,0.2
1421,P10,0.2
1422,P10,0.2
1423,P10,0.2
1424,P10,0.2
1425,P10,0.2
1426,P10,0.2
1427,P10,0.2
1428,P10,0.2
1429,P10,0.2
1430,P10,0.2
1431,P10,0.2
1432,P10,0.2
1433,P10,0.2
1434,P10,0.2
1435,P10,0.2
1436,P10,0.2
1437,P10,0.2
1438,P10,0.2
1439,P10,0.2
1440,P10,0.2
1441,P10,0.2
1442,P10,0.2
1443,P10,0.2
1444,P10,0.2
1445,P10,0.2
1446,P10,0.2
1447,P10,0.2
1448,P10,0.2
1449,P10,0.2
1450,P10,0.2
1451,P10,0.2
1452,P10,0.2
1453,P10,0.2
1454,P10,0.2
1455,P10,0.2
1456,P10,0.2
1457,P10,0.2
1458,P10,0.2
1459,P10,0.2
1460,P10,0.2
1461,P10,0.2
1462,P10,0.2
1463,P10,0.2
1464,P10,0.2
1465,P10,0.2
1466,P10,0.2
1467,P10,0.2
1468,P10,0.2
1469,P10,0.2
1470,P10,0.2
1471,P10,0.2
1472,P10,0.2
1473,P10,0.2
1474,P10,0.2
1475,P10,0.2
1476,P10,0.2
1477,P10,0.2
1478,P10,0.2
1479,P10,0.2
1480,P10,0.2
1481,P10,0.2
1482,P10,0.2
1483,P10,0.2
1484,P10,0.2
1485,P10,0.2
1486,P10,0.2
1487,P10,0.2
1488,P10,0.2
1489,P10,0.2
1490,P10,0.2
1491,P10,0.2
1492,P10,0.2
1493,P10,0.2
1494,P10,0.2
1495,P10,0.2
1496,P10,0.2
1497,P10,0.2
1498,P10,0.2
